Amount,Means,Business,decision
973,Invoice,True,approve
1393,Invoice,True,verify
80,Cash,True,approve
6134,Cash,False,reject
7185,Cash,False,reject
5145,Invoice,False,verify
2361,Cash,True,reject
2683,Card,True,approve
1077,Invoice,True,verify
1544,Invoice,True,verify
1323,Cash,True,reject
196,Invoice,True,approve
59,Cash,True,approve
1231,Invoice,False,verify
4206,Invoice,True,verify
1418,Cash,True,reject
48,Cash,True,approve
2989,Cash,False,reject
4914,Invoice,True,verify
886,Card,True,approve
504,Cash,True,verify
8856,Cash,True,reject
4660,Cash,True,reject
2923,Cash,True,reject
987,Invoice,False,verify
1284,Cash,True,reject
1055,Invoice,True,verify
1664,Cash,False,reject
1647,Invoice,True,verify
4342,Invoice,True,verify
170,Invoice,False,verify
3017,Invoice,False,verify
5558,Card,False,verify
1688,Invoice,True,verify
8111,Invoice,True,verify
1985,Invoice,False,verify
1305,Cash,True,reject
2919,Invoice,False,verify
1227,Cash,False,reject
1369,Card,True,approve
4038,Cash,True,reject
4304,Cash,False,reject
1093,Card,True,approve
1108,Cash,True,reject
2896,Invoice,True,verify
357,Invoice,False,verify
4730,Invoice,True,verify
2438,Invoice,True,verify
6525,Invoice,True,verify
1800,Card,True,approve
775,Invoice,True,approve
70,Invoice,True,approve
7219,Cash,True,reject
253,Invoice,False,verify
1387,Cash,True,reject
8957,Invoice,True,verify
1448,Cash,True,reject
4775,Card,True,approve
6779,Invoice,True,verify
3242,Invoice,False,verify
2237,Cash,False,reject
6695,Cash,False,reject
5601,Cash,True,reject
3965,Cash,True,reject
83,Cash,False,approve
8494,Invoice,True,verify
1212,Card,True,approve
5433,Cash,False,reject
291,Cash,True,approve
803,Cash,True,verify
2868,Cash,True,reject
1776,Invoice,True,verify
6584,Card,False,verify
858,Invoice,False,verify
7137,Invoice,False,verify
5694,Cash,False,reject
4944,Invoice,True,verify
673,Invoice,True,approve
393,Cash,True,approve
3108,Invoice,False,verify
783,Card,True,approve
3900,Cash,True,reject
9940,Card,False,verify
2289,Invoice,True,verify
1224,Invoice,True,verify
1735,Cash,True,reject
782,Cash,True,verify
946,Card,False,approve
5924,Cash,True,reject
4338,Invoice,True,verify
1312,Cash,True,reject
596,Cash,True,verify
5031,Card,True,verify
1384,Cash,False,reject
5901,Invoice,True,verify
6224,Invoice,True,verify
811,Invoice,False,verify
2788,Cash,True,reject
5827,Card,True,verify
1039,Card,False,approve
4518,Invoice,True,verify
1680,Card,True,approve
2295,Cash,True,reject
7678,Card,True,verify
800,Invoice,True,approve
4492,Cash,True,reject
2498,Cash,True,reject
4619,Invoice,True,verify
6184,Cash,False,reject
6215,Invoice,False,verify
824,Invoice,True,approve
373,Cash,False,approve
512,Invoice,False,verify
204,Invoice,True,approve
4074,Invoice,True,verify
4665,Card,True,approve
323,Cash,True,approve
1974,Invoice,False,verify
6390,Cash,False,reject
4324,Card,True,approve
3118,Invoice,False,verify
5476,Invoice,True,verify
1203,Cash,True,reject
1561,Invoice,True,verify
2125,Invoice,True,verify
1090,Invoice,False,verify
4793,Invoice,False,verify
9308,Invoice,False,verify
1482,Cash,True,reject
2620,Invoice,True,verify
310,Cash,True,approve
969,Invoice,False,verify
1546,Cash,True,reject
1242,Cash,True,reject
2186,Invoice,False,verify
2305,Invoice,False,verify
1007,Cash,True,reject
429,Invoice,True,approve
8445,Cash,False,reject
2437,Cash,True,reject
4084,Invoice,True,verify
1886,Card,False,approve
1514,Invoice,True,verify
1924,Cash,True,reject
1804,Cash,True,reject
3077,Invoice,False,verify
1429,Cash,True,reject
1861,Invoice,True,verify
8268,Cash,True,reject
819,Cash,True,verify
5509,Invoice,True,verify
4570,Invoice,True,verify
3629,Cash,False,reject
226,Invoice,True,approve
3787,Cash,True,reject
2940,Cash,True,reject
1511,Invoice,False,verify
1501,Cash,True,reject
1269,Card,True,approve
8692,Card,True,verify
1929,Cash,False,reject
677,Cash,False,approve
680,Cash,True,verify
1691,Invoice,True,verify
7460,Invoice,True,verify
1276,Invoice,False,verify
4013,Invoice,False,verify
6176,Invoice,False,verify
3251,Invoice,True,verify
505,Invoice,True,approve
5165,Invoice,False,verify
6257,Invoice,True,verify
542,Card,True,approve
1874,Cash,False,reject
61,Card,True,approve
8885,Invoice,True,verify
2494,Cash,True,reject
8601,Invoice,True,verify
700,Invoice,True,approve
6882,Invoice,False,verify
1927,Cash,True,reject
763,Invoice,True,approve
514,Invoice,True,approve
6575,Cash,True,reject
138,Cash,True,approve
482,Cash,True,approve
92,Invoice,False,verify
3956,Invoice,True,verify
1201,Invoice,True,verify
96,Cash,False,approve
2416,Invoice,False,verify
514,Cash,False,approve
6940,Invoice,True,verify
974,Cash,False,approve
646,Invoice,True,approve
3250,Invoice,True,verify
5483,Invoice,True,verify
1009,Invoice,True,verify
403,Card,True,approve
1355,Cash,True,reject
8023,Cash,True,reject
5085,Cash,False,reject
3342,Card,True,approve
3005,Invoice,True,verify
2107,Invoice,True,verify
1372,Cash,True,reject
1727,Invoice,True,verify
871,Invoice,True,approve
5952,Invoice,True,verify
703,Cash,False,approve
4206,Invoice,False,verify
4275,Cash,True,reject
3853,Cash,True,reject
755,Invoice,True,approve
3695,Invoice,True,verify
1770,Card,True,approve
5876,Card,True,verify
1607,Invoice,True,verify
1567,Cash,True,reject
9691,Cash,True,reject
885,Invoice,False,verify
8102,Card,False,verify
576,Cash,False,approve
4304,Invoice,True,verify
1848,Invoice,True,verify
627,Invoice,True,approve
5501,Cash,True,reject
4495,Invoice,True,verify
615,Invoice,False,verify
6275,Invoice,True,verify
5073,Invoice,True,verify
8462,Cash,False,reject
8694,Card,True,verify
7052,Card,True,verify
3143,Cash,False,reject
4598,Invoice,True,verify
1327,Invoice,False,verify
396,Invoice,True,approve
5292,Card,True,verify
1564,Cash,False,reject
1273,Invoice,True,verify
792,Invoice,True,approve
5046,Cash,True,reject
1218,Invoice,True,verify
307,Cash,True,approve
700,Cash,True,verify
1172,Cash,True,reject
4096,Invoice,True,verify
1612,Cash,True,reject
359,Invoice,True,approve
2036,Invoice,True,verify
22,Cash,True,approve
1661,Cash,True,reject
370,Invoice,True,approve
6857,Cash,True,reject
1356,Invoice,False,verify
1414,Invoice,True,verify
1354,Cash,False,reject
203,Invoice,True,approve
746,Invoice,True,approve
4873,Cash,False,reject
2664,Invoice,True,verify
3582,Invoice,True,verify
2121,Invoice,True,verify
2867,Invoice,True,verify
538,Cash,True,verify
939,Invoice,True,approve
6637,Invoice,True,verify
6475,Invoice,True,verify
814,Invoice,True,approve
2435,Cash,True,reject
3569,Cash,True,reject
289,Cash,True,approve
5306,Invoice,True,verify
990,Cash,False,approve
141,Invoice,True,approve
2871,Invoice,False,verify
6532,Cash,True,reject
1694,Invoice,True,verify
9774,Cash,True,reject
9820,Invoice,True,verify
681,Card,False,approve
4354,Invoice,True,verify
5237,Invoice,False,verify
719,Cash,False,approve
5615,Cash,True,reject
1815,Invoice,False,verify
6975,Card,False,verify
5590,Invoice,False,verify
6368,Invoice,False,verify
649,Invoice,False,verify
1055,Invoice,True,verify
4037,Invoice,True,verify
492,Cash,True,approve
163,Invoice,True,approve
4010,Cash,True,reject
1685,Invoice,True,verify
9913,Invoice,False,verify
6636,Cash,True,reject
2681,Cash,True,reject
11,Cash,True,approve
888,Invoice,True,approve
6827,Invoice,True,verify
6009,Cash,True,reject
284,Invoice,True,approve
1621,Invoice,True,verify
5193,Card,True,verify
9845,Invoice,False,verify
1225,Invoice,False,verify
7101,Invoice,True,verify
4262,Invoice,True,verify
3244,Invoice,False,verify
271,Cash,False,approve
288,Cash,True,approve
1506,Invoice,False,verify
451,Cash,False,approve
3996,Invoice,True,verify
7475,Invoice,True,verify
312,Invoice,False,verify
402,Invoice,False,verify
761,Invoice,True,approve
6998,Invoice,True,verify
1044,Invoice,True,verify
4431,Invoice,True,verify
1794,Invoice,True,verify
4436,Cash,False,reject
3017,Invoice,True,verify
7304,Cash,True,reject
7678,Invoice,True,verify
1793,Invoice,True,verify
3804,Invoice,True,verify
5614,Invoice,True,verify
20,Invoice,True,approve
4407,Invoice,True,verify
1518,Invoice,True,verify
619,Cash,True,verify
6859,Invoice,True,verify
1757,Invoice,True,verify
8939,Invoice,True,verify
9628,Cash,True,reject
158,Invoice,False,verify
3997,Cash,True,reject
9363,Cash,True,reject
7462,Cash,False,reject
1847,Invoice,True,verify
1100,Cash,True,reject
1945,Invoice,False,verify
25,Cash,True,approve
138,Cash,False,approve
1468,Invoice,True,verify
952,Cash,True,verify
1986,Invoice,True,verify
1512,Cash,True,reject
7565,Card,True,verify
4516,Cash,False,reject
3723,Invoice,True,verify
4133,Card,True,approve
1255,Card,False,approve
1016,Invoice,False,verify
235,Cash,False,approve
753,Invoice,True,approve
2105,Invoice,True,verify
2301,Cash,True,reject
5876,Cash,True,reject
820,Cash,True,verify
3613,Invoice,True,verify
1244,Cash,True,reject
3594,Invoice,True,verify
1698,Invoice,True,verify
1005,Invoice,True,verify
9199,Cash,True,reject
427,Invoice,False,verify
1689,Cash,True,reject
1641,Invoice,True,verify
2596,Invoice,True,verify
1201,Invoice,False,verify
124,Invoice,False,verify
2266,Invoice,False,verify
6015,Cash,True,reject
3514,Invoice,True,verify
2539,Invoice,True,verify
1316,Cash,False,reject
8301,Invoice,False,verify
1710,Cash,True,reject
9347,Invoice,True,verify
1601,Invoice,True,verify
9268,Card,True,verify
1250,Cash,True,reject
3106,Invoice,True,verify
330,Cash,False,approve
951,Cash,True,verify
711,Invoice,False,verify
2542,Cash,True,reject
9773,Invoice,False,verify
5252,Cash,True,reject
1273,Cash,True,reject
8227,Card,True,verify
63,Invoice,False,verify
9316,Invoice,True,verify
6997,Invoice,True,verify
3488,Cash,True,reject
2394,Cash,True,reject
3227,Cash,True,reject
274,Invoice,True,approve
692,Invoice,False,verify
1392,Cash,True,reject
7705,Invoice,True,verify
254,Cash,False,approve
2791,Invoice,False,verify
7728,Card,False,verify
1890,Invoice,True,verify
4581,Cash,False,reject
6972,Cash,False,reject
8673,Invoice,True,verify
4527,Invoice,True,verify
1889,Invoice,False,verify
5377,Cash,True,reject
1963,Card,False,approve
2221,Invoice,True,verify
5219,Card,True,verify
5944,Cash,True,reject
156,Cash,True,approve
8455,Invoice,True,verify
5833,Cash,True,reject
1313,Cash,True,reject
3310,Cash,True,reject
2887,Invoice,True,verify
3612,Invoice,True,verify
891,Cash,True,verify
822,Invoice,True,approve
596,Cash,False,approve
3563,Invoice,True,verify
7957,Invoice,True,verify
9337,Cash,True,reject
1689,Cash,True,reject
732,Invoice,True,approve
2087,Invoice,False,verify
1484,Invoice,True,verify
254,Cash,False,approve
1250,Invoice,False,verify
911,Invoice,False,verify
1414,Cash,True,reject
4211,Invoice,True,verify
3771,Invoice,False,verify
958,Cash,True,verify
5981,Invoice,True,verify
1926,Invoice,False,verify
777,Invoice,True,approve
5407,Invoice,True,verify
2698,Invoice,True,verify
1351,Cash,True,reject
1582,Invoice,True,verify
7831,Invoice,True,verify
3706,Card,True,approve
66,Invoice,True,approve
1109,Invoice,True,verify
485,Cash,False,approve
100,Invoice,True,approve
4203,Cash,True,reject
561,Invoice,True,approve
1935,Card,False,approve
281,Cash,True,approve
27,Cash,False,approve
1707,Invoice,False,verify
6391,Cash,True,reject
5863,Invoice,True,verify
1284,Cash,True,reject
2804,Card,True,approve
9393,Invoice,True,verify
1521,Invoice,True,verify
8336,Invoice,True,verify
1407,Invoice,False,verify
5264,Invoice,True,verify
1366,Invoice,True,verify
96,Invoice,False,verify
4385,Invoice,False,verify
4996,Invoice,True,verify
5842,Invoice,True,verify
3351,Invoice,True,verify
6512,Cash,True,reject
1339,Invoice,True,verify
3553,Invoice,True,verify
5200,Invoice,True,verify
90,Invoice,True,approve
1930,Invoice,True,verify
4804,Cash,True,reject
7208,Invoice,True,verify
8960,Cash,True,reject
1996,Invoice,True,verify
6278,Cash,True,reject
88,Cash,True,approve
5013,Cash,True,reject
1155,Invoice,True,verify
677,Cash,False,approve
4290,Invoice,False,verify
4372,Invoice,False,verify
5937,Invoice,True,verify
602,Cash,True,verify
1055,Invoice,True,verify
299,Cash,False,approve
6392,Cash,True,reject
3892,Card,True,approve
210,Cash,True,approve
2225,Invoice,False,verify
1812,Card,True,approve
726,Invoice,True,approve
6180,Invoice,True,verify
1104,Cash,False,reject
1571,Invoice,False,verify
1083,Invoice,True,verify
1652,Invoice,False,verify
1638,Invoice,True,verify
95,Invoice,True,approve
1335,Invoice,False,verify
857,Card,True,approve
3821,Cash,True,reject
3533,Invoice,True,verify
736,Cash,True,verify
6827,Invoice,True,verify
6097,Invoice,False,verify
1408,Cash,True,reject
9563,Cash,False,reject
6235,Invoice,True,verify
1545,Cash,False,reject
8335,Invoice,True,verify
8544,Card,True,verify
3815,Invoice,True,verify
49,Card,True,approve
1433,Card,True,approve
6020,Invoice,True,verify
6040,Cash,True,reject
473,Cash,False,approve
5576,Cash,True,reject
1193,Invoice,True,verify
1287,Cash,False,reject
3867,Invoice,False,verify
403,Cash,True,approve
7332,Invoice,True,verify
1468,Invoice,True,verify
597,Invoice,True,approve
1911,Cash,True,reject
9482,Invoice,True,verify
4978,Invoice,True,verify
3716,Cash,True,reject
3789,Cash,True,reject
8469,Invoice,True,verify
5739,Cash,False,reject
412,Cash,True,approve
413,Invoice,True,approve
241,Card,False,approve
7898,Cash,True,reject
1867,Card,True,approve
1439,Invoice,True,verify
4,Card,True,approve
962,Cash,False,approve
7691,Invoice,False,verify
1631,Cash,True,reject
709,Cash,True,verify
4169,Card,True,approve
5,Cash,True,approve
3133,Invoice,False,verify
4999,Invoice,True,verify
1310,Invoice,True,verify
6843,Cash,True,reject
2452,Card,True,approve
401,Card,False,approve
1824,Invoice,True,verify
9894,Cash,False,reject
2211,Cash,False,reject
1302,Invoice,False,verify
3636,Cash,True,reject
8929,Invoice,True,verify
5885,Invoice,True,verify
8577,Invoice,True,verify
2473,Invoice,True,verify
981,Invoice,True,approve
940,Cash,True,verify
1854,Cash,True,reject
1713,Invoice,True,verify
9945,Card,True,verify
2662,Invoice,False,verify
33,Cash,False,approve
3483,Invoice,False,verify
774,Cash,True,verify
5474,Invoice,True,verify
271,Invoice,False,verify
7437,Card,True,verify
5884,Invoice,True,verify
4429,Cash,False,reject
357,Cash,False,approve
6310,Invoice,False,verify
3970,Cash,True,reject
6818,Card,False,verify
2674,Cash,True,reject
1930,Cash,False,reject
1739,Invoice,True,verify
6707,Invoice,True,verify
554,Cash,True,verify
1962,Invoice,False,verify
6984,Invoice,True,verify
6379,Invoice,True,verify
1584,Invoice,True,verify
5443,Invoice,False,verify
697,Invoice,True,approve
196,Cash,False,approve
669,Invoice,False,verify
3283,Cash,False,reject
2189,Card,False,approve
442,Invoice,True,approve
615,Card,True,approve
1765,Cash,True,reject
566,Invoice,False,verify
5130,Invoice,True,verify
9169,Invoice,True,verify
280,Invoice,False,verify
1655,Cash,True,reject
8640,Cash,True,reject
436,Invoice,False,verify
1998,Cash,True,reject
1115,Invoice,True,verify
850,Card,False,approve
603,Card,True,approve
1975,Cash,True,reject
1507,Invoice,True,verify
3567,Cash,True,reject
2171,Invoice,True,verify
2574,Cash,True,reject
1537,Invoice,True,verify
8701,Cash,True,reject
2973,Invoice,True,verify
456,Invoice,False,verify
353,Cash,False,approve
1774,Cash,False,reject
5485,Invoice,True,verify
4774,Cash,True,reject
1761,Invoice,False,verify
5286,Invoice,False,verify
5826,Cash,True,reject
8227,Cash,True,reject
989,Cash,True,verify
290,Cash,True,approve
2099,Invoice,True,verify
338,Cash,False,approve
1489,Card,True,approve
1334,Cash,False,reject
6,Cash,True,approve
1595,Invoice,True,verify
4629,Invoice,False,verify
1361,Invoice,True,verify
3482,Cash,True,reject
1350,Cash,True,reject
6946,Card,True,verify
5484,Cash,True,reject
6208,Cash,False,reject
445,Invoice,False,verify
965,Invoice,False,verify
99,Card,True,approve
2248,Invoice,True,verify
3793,Cash,True,reject
252,Invoice,False,verify
2351,Cash,True,reject
7446,Invoice,True,verify
1243,Card,False,approve
8388,Invoice,True,verify
826,Cash,True,verify
2934,Card,True,approve
3131,Cash,True,reject
1968,Cash,False,reject
2726,Cash,True,reject
1660,Invoice,False,verify
1851,Invoice,True,verify
1365,Cash,True,reject
4729,Cash,False,reject
3343,Cash,True,reject
4097,Invoice,True,verify
543,Invoice,False,verify
2187,Invoice,True,verify
1944,Invoice,False,verify
8817,Cash,True,reject
1331,Card,False,approve
1981,Invoice,True,verify
1844,Invoice,False,verify
718,Invoice,False,verify
6742,Invoice,True,verify
783,Cash,True,verify
6141,Invoice,True,verify
3949,Card,True,approve
2828,Invoice,False,verify
3022,Cash,False,reject
3653,Cash,False,reject
556,Cash,True,verify
816,Invoice,False,verify
1793,Cash,False,reject
1742,Invoice,True,verify
1699,Invoice,False,verify
1686,Cash,True,reject
5282,Cash,True,reject
9112,Invoice,False,verify
3085,Cash,True,reject
3608,Cash,False,reject
6697,Invoice,True,verify
7190,Cash,True,reject
2891,Cash,False,reject
8489,Invoice,True,verify
9,Invoice,True,approve
1670,Invoice,True,verify
661,Cash,True,verify
5562,Cash,True,reject
542,Cash,False,approve
8547,Cash,False,reject
1761,Cash,False,reject
3446,Invoice,False,verify
3740,Cash,True,reject
5897,Invoice,False,verify
350,Invoice,True,approve
6102,Cash,True,reject
1752,Cash,True,reject
2237,Invoice,True,verify
223,Invoice,True,approve
1124,Cash,True,reject
890,Invoice,False,verify
171,Invoice,True,approve
3215,Invoice,False,verify
222,Cash,True,approve
4029,Invoice,True,verify
1849,Invoice,False,verify
5334,Cash,True,reject
1003,Invoice,False,verify
794,Invoice,False,verify
3110,Cash,False,reject
4281,Card,False,approve
7367,Cash,True,reject
3447,Invoice,True,verify
6547,Card,True,verify
9651,Cash,False,reject
843,Invoice,True,approve
26,Invoice,True,approve
1075,Cash,False,reject
139,Invoice,True,approve
55,Cash,False,approve
791,Invoice,False,verify
1245,Cash,True,reject
1597,Cash,True,reject
1496,Cash,True,reject
3027,Invoice,True,verify
1819,Invoice,True,verify
846,Cash,True,verify
1140,Invoice,True,verify
5388,Invoice,True,verify
1703,Cash,True,reject
998,Invoice,True,approve
1849,Cash,True,reject
6209,Cash,False,reject
8627,Cash,True,reject
2485,Cash,True,reject
4263,Cash,False,reject
1017,Invoice,False,verify
1944,Card,True,approve
4164,Invoice,True,verify
217,Invoice,True,approve
6811,Invoice,True,verify
5357,Invoice,True,verify
1636,Cash,True,reject
947,Invoice,True,approve
9884,Cash,False,reject
3331,Cash,True,reject
8401,Cash,True,reject
6776,Cash,True,reject
3161,Invoice,True,verify
3975,Invoice,True,verify
2133,Card,False,approve
1471,Cash,True,reject
5387,Invoice,True,verify
9646,Invoice,True,verify
1902,Invoice,False,verify
5789,Cash,False,reject
8545,Invoice,True,verify
3889,Card,True,approve
104,Invoice,True,approve
5622,Invoice,True,verify
861,Invoice,True,approve
4567,Cash,True,reject
1263,Cash,True,reject
2357,Invoice,False,verify
696,Invoice,True,approve
3816,Invoice,True,verify
5518,Invoice,True,verify
2737,Invoice,True,verify
8269,Invoice,False,verify
5071,Invoice,True,verify
294,Invoice,True,approve
7068,Invoice,True,verify
6336,Cash,False,reject
623,Cash,False,approve
6780,Invoice,True,verify
4699,Invoice,False,verify
2603,Invoice,True,verify
2213,Cash,True,reject
1314,Invoice,False,verify
3247,Cash,True,reject
8801,Cash,True,reject
7639,Cash,True,reject
6435,Cash,True,reject
926,Invoice,True,approve
1634,Invoice,True,verify
1181,Invoice,False,verify
847,Cash,True,verify
299,Cash,True,approve
2206,Cash,False,reject
1363,Cash,False,reject
3692,Invoice,False,verify
1862,Cash,True,reject
1049,Invoice,True,verify
815,Invoice,False,verify
3802,Cash,True,reject
7254,Cash,True,reject
6955,Invoice,True,verify
5249,Invoice,True,verify
872,Invoice,True,approve
3420,Invoice,True,verify
8606,Invoice,True,verify
523,Card,True,approve
745,Cash,True,verify
8242,Card,True,verify
4157,Cash,True,reject
2041,Cash,True,reject
719,Invoice,True,approve
5979,Invoice,True,verify
305,Cash,True,approve
3171,Invoice,True,verify
8795,Cash,True,reject
1494,Cash,True,reject
5704,Invoice,True,verify
1982,Invoice,True,verify
1790,Cash,True,reject
2287,Card,False,approve
1811,Invoice,True,verify
2574,Cash,True,reject
384,Invoice,True,approve
6723,Invoice,True,verify
505,Invoice,True,approve
2699,Invoice,True,verify
3979,Invoice,True,verify
6924,Cash,True,reject
1971,Card,True,approve
1780,Cash,True,reject
1188,Invoice,True,verify
9820,Cash,False,reject
2420,Invoice,True,verify
1835,Invoice,True,verify
202,Invoice,True,approve
5007,Cash,True,reject
1232,Invoice,True,verify
1762,Cash,True,reject
1753,Card,False,approve
3787,Cash,False,reject
6531,Cash,True,reject
5855,Cash,True,reject
1962,Cash,True,reject
951,Invoice,False,verify
1384,Invoice,False,verify
2134,Invoice,True,verify
1704,Invoice,True,verify
3226,Cash,True,reject
86,Invoice,True,approve
5480,Card,True,verify
5618,Cash,False,reject
1443,Invoice,False,verify
1907,Cash,True,reject
4684,Cash,True,reject
4000,Cash,False,reject
1786,Cash,True,reject
332,Invoice,True,approve
5827,Invoice,True,verify
9170,Invoice,True,verify
8884,Cash,True,reject
2278,Invoice,False,verify
2214,Invoice,True,verify
1001,Invoice,True,verify
880,Invoice,True,approve
3286,Invoice,False,verify
1372,Cash,False,reject
6298,Cash,True,reject
1535,Card,True,approve
781,Cash,False,approve
5383,Cash,True,reject
1813,Invoice,False,verify
2873,Card,True,approve
6494,Invoice,True,verify
1531,Cash,True,reject
5381,Card,True,verify
3850,Invoice,True,verify
164,Invoice,True,approve
2629,Invoice,False,verify
5788,Invoice,True,verify
7199,Invoice,True,verify
4619,Invoice,True,verify
1566,Cash,True,reject
1735,Cash,True,reject
4440,Cash,False,reject
813,Invoice,True,approve
1429,Cash,True,reject
746,Cash,True,verify
4219,Cash,False,reject
1246,Invoice,False,verify
6694,Invoice,True,verify
1957,Cash,True,reject
374,Card,True,approve
2835,Invoice,False,verify
3968,Cash,False,reject
1789,Cash,True,reject
5586,Cash,True,reject
377,Invoice,True,approve
4648,Cash,False,reject
972,Cash,False,approve
6402,Card,True,verify
9449,Cash,False,reject
654,Cash,True,verify
923,Cash,True,verify
1890,Invoice,True,verify
5931,Invoice,True,verify
8858,Card,True,verify
3850,Cash,True,reject
9670,Invoice,True,verify
236,Cash,False,approve
8332,Card,False,verify
5020,Invoice,True,verify
3036,Invoice,True,verify
1782,Cash,False,reject
8257,Cash,True,reject
517,Invoice,False,verify
6860,Invoice,True,verify
6324,Invoice,True,verify
1896,Invoice,True,verify
932,Invoice,True,approve
788,Cash,True,verify
2249,Invoice,True,verify
2631,Cash,False,reject
22,Cash,True,approve
6986,Invoice,True,verify
2289,Cash,False,reject
2819,Cash,False,reject
4004,Invoice,True,verify
4825,Cash,False,reject
4209,Invoice,False,verify
7930,Cash,True,reject
623,Invoice,False,verify
8717,Invoice,True,verify
5772,Invoice,True,verify
1724,Cash,True,reject
4706,Invoice,True,verify
215,Cash,True,approve
24,Invoice,False,verify
4173,Invoice,True,verify
5796,Invoice,False,verify
6448,Cash,False,reject
544,Cash,True,verify
8589,Invoice,True,verify
5564,Invoice,False,verify
91,Invoice,True,approve
5108,Cash,True,reject
607,Cash,False,approve
1600,Invoice,True,verify
4783,Invoice,False,verify
5093,Card,True,verify
1357,Cash,True,reject
4561,Invoice,True,verify
1536,Invoice,False,verify
5350,Cash,False,reject
1753,Invoice,True,verify
1213,Invoice,True,verify
1932,Invoice,True,verify
5977,Invoice,False,verify
776,Invoice,True,approve
1217,Card,True,approve
5654,Invoice,True,verify
3448,Invoice,True,verify
7986,Invoice,True,verify
9801,Cash,True,reject
5976,Cash,True,reject
1612,Cash,True,reject
3806,Cash,True,reject
2773,Invoice,True,verify
9090,Card,False,verify
103,Invoice,False,verify
732,Invoice,False,verify
1487,Card,True,approve
5997,Card,False,verify
1558,Cash,True,reject
882,Invoice,True,approve
1259,Invoice,True,verify
1953,Card,False,approve
1480,Cash,True,reject
215,Cash,False,approve
7964,Cash,True,reject
1682,Invoice,True,verify
1159,Invoice,False,verify
7170,Invoice,True,verify
926,Cash,True,verify
5604,Invoice,True,verify
1213,Cash,False,reject
999,Invoice,False,verify
5666,Invoice,True,verify
943,Card,True,approve
4353,Cash,True,reject
8762,Cash,True,reject
1377,Invoice,False,verify
3650,Cash,True,reject
1235,Cash,False,reject
5830,Cash,False,reject
233,Invoice,False,verify
7279,Cash,False,reject
1524,Cash,False,reject
137,Cash,True,approve
3420,Cash,True,reject
2047,Invoice,True,verify
7328,Cash,False,reject
1914,Cash,True,reject
785,Invoice,True,approve
1351,Cash,False,reject
772,Invoice,True,approve
27,Cash,True,approve
5541,Invoice,True,verify
3072,Invoice,True,verify
453,Cash,True,approve
1174,Invoice,True,verify
566,Cash,False,approve
9580,Cash,True,reject
1085,Invoice,True,verify
1256,Card,True,approve
3107,Invoice,True,verify
4804,Invoice,False,verify
4686,Invoice,False,verify
5111,Invoice,True,verify
867,Cash,True,verify
2408,Card,True,approve
1917,Invoice,True,verify
4870,Cash,True,reject
1080,Cash,True,reject
141,Invoice,False,verify
1983,Invoice,True,verify
3761,Invoice,True,verify
1017,Cash,True,reject
4822,Card,True,approve
6005,Cash,True,reject
8368,Cash,True,reject
761,Invoice,True,approve
1415,Cash,True,reject
753,Invoice,True,approve
4078,Invoice,True,verify
4745,Card,True,approve
933,Cash,True,verify
5705,Invoice,False,verify
4465,Invoice,False,verify
6822,Cash,True,reject
1310,Invoice,True,verify
6953,Invoice,True,verify
5894,Invoice,True,verify
614,Invoice,True,approve
2628,Invoice,False,verify
1272,Invoice,True,verify
2318,Invoice,False,verify
4084,Invoice,True,verify
740,Cash,True,verify
1412,Cash,True,reject
8348,Cash,True,reject
5886,Invoice,True,verify
2358,Invoice,False,verify
1350,Cash,True,reject
1331,Invoice,True,verify
8668,Cash,True,reject
6854,Cash,True,reject
3001,Cash,True,reject
1629,Invoice,True,verify
1537,Card,True,approve
5278,Invoice,True,verify
1580,Cash,True,reject
1285,Invoice,True,verify
8405,Invoice,False,verify
5961,Invoice,True,verify
8048,Invoice,False,verify
1316,Invoice,True,verify
1778,Cash,False,reject
1926,Invoice,False,verify
1759,Cash,True,reject
3732,Invoice,False,verify
7644,Cash,True,reject
1451,Invoice,True,verify
537,Invoice,True,approve
3374,Cash,False,reject
969,Invoice,True,approve
4008,Invoice,False,verify
8313,Card,True,verify
5277,Invoice,True,verify
9820,Invoice,False,verify
3012,Invoice,False,verify
871,Invoice,True,approve
9617,Invoice,True,verify
615,Invoice,False,verify
1992,Cash,False,reject
639,Cash,True,verify
46,Cash,True,approve
7862,Invoice,True,verify
4662,Invoice,False,verify
2633,Invoice,False,verify
3839,Cash,True,reject
2398,Invoice,False,verify
220,Invoice,True,approve
4035,Invoice,False,verify
556,Invoice,True,approve
3657,Cash,True,reject
337,Invoice,True,approve
1498,Cash,True,reject
7573,Invoice,True,verify
3013,Invoice,False,verify
3714,Cash,True,reject
279,Invoice,True,approve
6793,Invoice,False,verify
7231,Invoice,True,verify
1620,Invoice,True,verify
6426,Invoice,True,verify
4351,Invoice,True,verify
436,Card,True,approve
58,Invoice,True,approve
1561,Invoice,True,verify
5768,Invoice,False,verify
6396,Cash,True,reject
4949,Invoice,False,verify
1030,Invoice,True,verify
890,Invoice,True,approve
7300,Cash,True,reject
9973,Invoice,True,verify
1980,Cash,False,reject
1415,Invoice,False,verify
1955,Invoice,True,verify
972,Cash,True,verify
6500,Invoice,True,verify
5011,Cash,True,reject
552,Cash,True,verify
6392,Card,False,verify
2910,Invoice,True,verify
4765,Cash,False,reject
4496,Invoice,False,verify
5017,Cash,True,reject
4703,Invoice,True,verify
1420,Cash,True,reject
1890,Cash,False,reject
